deal_id|deal_name|account_id|rep_id|stage|lead_source|deal_type|amount|probability_pct|created_date|expected_close_date|close_date
214|Winsome Apparel AB - Training Package|50|5|Qualification|Outbound|New Business|37500.00|25|2026-05-11|2026-05-31|
215|Nod Publishers SpA - Data Platform|43|4|Closed Won|Website|New Business|33500.00|100|2025-06-15|2025-08-16|2025-08-18
216|Lucerne Publishing Ltd - Migration Project|38|10|Closed Lost|Trade Show|New Business|9500.00|0|2025-01-31|2025-03-04|2025-04-27
217|Litware AB - Data Platform|52|8|Closed Won|Outbound|Renewal|51000.00|100|2025-06-03|2025-09-24|2025-09-16
218|Lamna Healthcare Ltd - Analytics Suite|34|1|Qualification|Partner|New Business|13500.00|25|2026-07-16|2026-08-19|
219|Southridge Video GmbH - Reporting Add-on|1|5|Qualification|Partner|New Business|13000.00|25|2026-06-29|2026-10-12|
220|Graphic Design Institute AG - Data Platform|60|7|Closed Won|Partner|New Business|31000.00|100|2025-09-06|2025-09-27|2025-10-20
221|Fourth Coffee SL - Cloud Subscription|48|9|Closed Won|Outbound|New Business|9500.00|100|2025-10-05|2025-11-27|2025-12-08
222|Humongous Insurance Ltd - Reporting Add-on|33|6|Closed Lost|Trade Show|Renewal|25000.00|0|2025-03-23|2025-08-15|2025-08-27
223|Consolidated Messenger GmbH - Analytics Suite|4|7|Negotiation|Referral|New Business|22000.00|75|2025-08-06|2025-10-30|
224|Adventure Works SpA - Reporting Add-on|45|3|Negotiation|Trade Show|New Business|17000.00|75|2026-01-30|2026-03-22|
225|Prose Ware Systems Inc - Migration Project|19|10|Closed Lost|Referral|Upsell|17000.00|0|2026-08-19|2026-09-23|2026-09-08
226|Adventure Works GmbH - Training Package|5|11|Closed Won|Outbound|Renewal|21500.00|100|2026-03-07|2026-04-24|2026-04-17
227|Margie's Travel GmbH - Data Platform|7|2|Proposal|Website|New Business|23500.00|50|2026-07-23|2026-09-10|
228|Coho Winery Sp. z o.o. - Enterprise License|54|6|Negotiation|Referral|New Business|28000.00|75|2026-08-13|2026-10-26|
229|Fourth Coffee GmbH - Migration Project|8|7|Proposal|Website|Renewal|60500.00|50|2026-09-04|2027-01-16|
230|Consolidated Messenger GmbH - Enterprise License|4|10|Closed Lost|Trade Show|New Business|9500.00|0|2025-08-17|2025-12-21|2025-11-26
231|Wide World Importers Inc - Cloud Subscription|24|6|Closed Won|Website|New Business|48500.00|100|2025-04-13|2025-08-31|2025-09-01
232|Northwind Traders GmbH - Training Package|11|8|Closed Won|Trade Show|New Business|11000.00|100|2026-05-13|2026-07-20|2026-08-01
233|Tailspin Toys Inc - Migration Project|25|2|Closed Won|Outbound|New Business|47000.00|100|2025-07-05|2025-11-24|2025-11-21
234|Liberty Delightful Sinful Bakery Ltd - Data Platform|35|10|Closed Lost|Outbound|New Business|9500.00|0|2026-07-22|2026-09-24|2026-09-30
235|Relecloud Sp. z o.o. - Analytics Suite|55|8|Closed Won|Referral|New Business|5000.00|100|2025-05-29|2025-08-26|2025-08-23
236|Coho Winery GmbH - Analytics Suite|14|10|Negotiation|Referral|Renewal|29000.00|75|2026-08-30|2026-10-21|
237|Munson's Pickles Sp. z o.o. - Reporting Add-on|53|3|Qualification|Trade Show|New Business|35500.00|25|2026-09-23|2026-12-01|
238|Best For You Organics Ltd - Support Renewal|36|8|Qualification|Partner|New Business|17000.00|25|2026-01-19|2026-05-20|
239|Humongous Insurance Ltd - Training Package|33|5|Closed Won|Website|New Business|31500.00|100|2025-01-11|2025-03-19|2025-04-27
240|Northwind Traders GmbH - Migration Project|11|8|Closed Lost|Trade Show|Renewal|12500.00|0|2026-01-18|2026-04-26|2026-03-19
241|Prose Ware Systems Inc - Analytics Suite|59|3|Closed Won|Referral|New Business|43000.00|100|2025-07-30|2025-11-14|2025-12-07
242|Trail Frames Chalet Inc - Migration Project|58|4|Closed Lost|Website|Renewal|23500.00|0|2026-06-06|2026-11-03|2026-09-30
243|Margie's Travel GmbH - Migration Project|7|4|Closed Lost|Outbound|New Business|11000.00|0|2026-08-27|2026-12-29|2026-09-30
244|Tres Chic Boutique BV - Migration Project|42|5|Closed Won|Website|New Business|23500.00|100|2025-11-01|2025-12-31|2026-02-08
245|Woodgrove Bank GmbH - Migration Project|56|7|Closed Lost|Website|New Business|40500.00|0|2025-12-01|2026-04-03|2026-04-20
246|Fincher Architects SpA - Data Platform|46|2|Qualification|Partner|New Business|35000.00|25|2026-08-22|2026-12-10|
247|Adventure Works SpA - Analytics Suite|45|5|Qualification|Website|New Business|14500.00|25|2025-10-02|2025-10-27|
248|Litware AB - Cloud Subscription|52|3|Closed Won|Trade Show|Renewal|18000.00|100|2025-01-27|2025-06-22|2025-07-06
249|Prose Ware Systems Inc - Analytics Suite|19|2|Qualification|Outbound|New Business|43500.00|25|2025-09-26|2025-12-24|
250|Trail Frames Chalet Inc - Migration Project|58|12|Closed Lost|Partner|Upsell|38000.00|0|2025-01-02|2025-03-09|2025-03-01
251|Northwind Traders GmbH - Migration Project|11|2|Qualification|Trade Show|New Business|51000.00|25|2026-06-04|2026-09-04|
252|Southridge Video GmbH - Training Package|1|5|Closed Won|Website|Renewal|29500.00|100|2025-07-31|2025-10-25|2025-12-17
253|Liberty Delightful Sinful Bakery Ltd - Enterprise License|35|9|Closed Won|Website|Upsell|25500.00|100|2025-01-31|2025-05-19|2025-05-24
254|Wide Field Robotics SARL - Support Renewal|31|4|Closed Won|Partner|Upsell|17500.00|100|2026-05-16|2026-06-26|2026-06-21
255|VanArsdel SARL - Training Package|27|11|Proposal|Referral|New Business|26000.00|50|2026-05-07|2026-08-16|
256|Tres Chic Boutique GmbH - Analytics Suite|2|12|Negotiation|Partner|New Business|87000.00|75|2026-06-14|2026-11-01|
257|Prose Ware Systems Inc - Cloud Subscription|59|3|Proposal|Trade Show|New Business|15000.00|50|2025-08-02|2025-08-27|
258|Bellows College Inc - Data Platform|22|3|Closed Lost|Outbound|Renewal|33000.00|0|2026-03-28|2026-05-01|2026-05-20
259|Liberty Delightful Sinful Bakery Ltd - Analytics Suite|35|5|Closed Won|Referral|New Business|30000.00|100|2025-04-30|2025-08-10|2025-09-22
260|VanArsdel SARL - Cloud Subscription|27|6|Proposal|Partner|Upsell|106500.00|50|2026-03-01|2026-07-27|
261|Margie's Travel GmbH - Enterprise License|7|2|Closed Won|Website|New Business|13000.00|100|2026-05-19|2026-06-22|2026-05-31
262|Relecloud Inc - Data Platform|15|10|Closed Lost|Referral|Renewal|83000.00|0|2026-04-25|2026-08-11|2026-08-09
263|Wingtip Toys BV - Support Renewal|39|5|Closed Won|Referral|New Business|125500.00|100|2025-07-25|2025-11-03|2025-10-11
264|Bellows College Inc - Cloud Subscription|22|1|Closed Won|Website|New Business|14000.00|100|2026-03-10|2026-06-13|2026-06-03
265|Best For You Organics Ltd - Analytics Suite|36|12|Qualification|Partner|Renewal|6000.00|25|2026-09-21|2027-01-17|
266|Munson's Pickles GmbH - Data Platform|13|9|Closed Won|Partner|New Business|86500.00|100|2025-02-10|2025-03-31|2025-03-08
267|Munson's Pickles Sp. z o.o. - Cloud Subscription|53|4|Closed Won|Website|New Business|3500.00|100|2025-06-15|2025-07-24|2025-07-16
268|Lamna Healthcare Ltd - Reporting Add-on|34|12|Proposal|Referral|New Business|42000.00|50|2025-09-13|2025-10-30|
269|Litware GmbH - Enterprise License|12|12|Proposal|Partner|Renewal|44500.00|50|2026-07-09|2026-09-18|
270|Prose Ware Systems Inc - Reporting Add-on|19|12|Closed Won|Partner|New Business|50000.00|100|2025-09-20|2025-12-05|2025-12-31
271|City Power & Light SL - Training Package|49|4|Closed Lost|Outbound|Renewal|103500.00|0|2025-04-14|2025-05-06|2025-04-27
272|Litware AB - Support Renewal|52|2|Qualification|Website|New Business|11000.00|25|2026-05-25|2026-09-13|
273|Coho Winery Sp. z o.o. - Training Package|54|11|Negotiation|Trade Show|Upsell|63500.00|75|2026-01-22|2026-06-12|
274|Relecloud Sp. z o.o. - Analytics Suite|55|1|Closed Won|Outbound|New Business|32000.00|100|2026-04-15|2026-05-22|2026-04-27
275|Consolidated Messenger GmbH - Training Package|4|7|Closed Won|Outbound|New Business|83500.00|100|2025-01-26|2025-04-06|2025-03-23
276|Litware AB - Cloud Subscription|52|12|Closed Won|Trade Show|Renewal|10500.00|100|2026-03-14|2026-05-12|2026-04-24
277|Fincher Architects SpA - Reporting Add-on|46|10|Qualification|Referral|Renewal|35000.00|25|2026-09-26|2027-01-23|
278|Tres Chic Boutique BV - Reporting Add-on|42|11|Proposal|Outbound|New Business|12500.00|50|2026-05-26|2026-07-15|
279|City Power & Light GmbH - Migration Project|9|11|Qualification|Partner|New Business|21500.00|25|2026-09-16|2027-01-01|
280|Northwind Traders AB - Data Platform|51|7|Closed Won|Website|New Business|39500.00|100|2026-03-13|2026-05-13|2026-06-23
281|Woodgrove Bank GmbH - Training Package|56|1|Closed Lost|Website|New Business|54500.00|0|2025-02-05|2025-06-28|2025-06-12
282|Adventure Works GmbH - Migration Project|5|12|Closed Won|Referral|New Business|40500.00|100|2025-03-16|2025-04-19|2025-03-28
283|Fabrikam SARL - Cloud Subscription|32|2|Closed Won|Website|Renewal|20000.00|100|2025-05-29|2025-10-19|2025-10-16
284|Consolidated Messenger GmbH - Cloud Subscription|4|3|Proposal|Website|New Business|18000.00|50|2026-03-18|2026-04-23|
285|Woodgrove Bank GmbH - Cloud Subscription|56|10|Closed Lost|Referral|Renewal|92000.00|0|2025-02-20|2025-06-06|2025-05-21
286|Margie's Travel GmbH - Support Renewal|7|6|Proposal|Website|Renewal|33500.00|50|2025-09-19|2025-11-05|
287|Wingtip Toys BV - Training Package|39|3|Prospecting|Outbound|Renewal|14500.00|10|2026-09-03|2027-01-30|
288|Woodgrove Bank Inc - Enterprise License|16|8|Proposal|Referral|New Business|31500.00|50|2026-09-27|2027-01-15|
289|Northwind Traders AB - Analytics Suite|51|1|Negotiation|Trade Show|New Business|18500.00|75|2025-11-01|2026-01-19|
290|Wide World Importers Inc - Enterprise License|24|8|Negotiation|Referral|Renewal|25000.00|75|2026-03-30|2026-06-07|
291|Fincher Architects SpA - Analytics Suite|46|4|Qualification|Referral|Renewal|11000.00|25|2026-05-12|2026-08-16|
292|Proseware BV - Analytics Suite|40|11|Closed Won|Website|New Business|29500.00|100|2025-04-21|2025-06-25|2025-08-01
293|Northwind Traders GmbH - Data Platform|11|12|Qualification|Website|New Business|25000.00|25|2026-06-29|2026-09-16|
294|Margie's Travel GmbH - Analytics Suite|7|7|Prospecting|Trade Show|New Business|20000.00|10|2026-01-30|2026-03-23|
295|Lamna Healthcare Ltd - Analytics Suite|34|8|Closed Won|Outbound|Upsell|23500.00|100|2026-03-04|2026-05-07|2026-06-07
296|Graphic Design Institute AG - Support Renewal|60|5|Negotiation|Partner|New Business|43000.00|75|2026-05-07|2026-07-20|
297|Margie's Travel SL - Support Renewal|47|4|Prospecting|Referral|New Business|25500.00|10|2025-09-29|2026-02-26|
298|Litware GmbH - Reporting Add-on|12|5|Negotiation|Outbound|Upsell|48000.00|75|2025-08-23|2025-09-21|
299|Trail Frames Chalet Inc - Migration Project|58|8|Proposal|Outbound|Renewal|58000.00|50|2025-05-12|2025-07-18|
300|Adventure Works SpA - Cloud Subscription|45|9|Closed Won|Partner|Renewal|63000.00|100|2025-10-13|2025-12-30|2025-11-27
301|Wingtip Toys BV - Cloud Subscription|39|9|Negotiation|Referral|New Business|31000.00|75|2026-04-11|2026-07-01|
302|First Up Consultants SARL - Training Package|29|2|Negotiation|Trade Show|New Business|25500.00|75|2026-05-22|2026-06-12|
303|Lucerne Publishing Ltd - Analytics Suite|38|5|Closed Won|Outbound|Renewal|72000.00|100|2026-01-17|2026-03-14|2026-04-15
304|Blue Yonder Airlines Inc - Support Renewal|23|7|Negotiation|Website|Renewal|14500.00|75|2026-06-26|2026-11-20|
305|Tres Chic Boutique BV - Cloud Subscription|42|1|Closed Lost|Website|Upsell|42500.00|0|2025-12-07|2026-01-03|2026-02-11
306|City Power & Light GmbH - Support Renewal|9|5|Closed Lost|Referral|New Business|165500.00|0|2025-08-21|2025-12-04|2025-11-14
307|Tailspin Toys Inc - Support Renewal|25|5|Closed Won|Website|New Business|28500.00|100|2025-10-29|2026-01-04|2025-12-27
308|Fabrikam SARL - Reporting Add-on|32|9|Closed Lost|Website|New Business|10500.00|0|2026-02-20|2026-05-07|2026-05-29
309|Humongous Insurance Ltd - Cloud Subscription|33|9|Closed Won|Outbound|Upsell|56000.00|100|2025-03-24|2025-07-19|2025-08-13
310|Parnell Aerospace SARL - Cloud Subscription|30|11|Closed Won|Website|Upsell|16500.00|100|2025-01-08|2025-04-28|2025-05-03
311|Woodgrove Bank GmbH - Reporting Add-on|56|5|Closed Lost|Partner|Renewal|42000.00|0|2025-09-30|2025-10-26|2025-10-12
312|Margie's Travel GmbH - Enterprise License|7|7|Negotiation|Partner|Renewal|14500.00|75|2026-07-29|2026-11-13|
313|Southridge Video BV - Support Renewal|41|11|Closed Won|Referral|Renewal|21000.00|100|2026-03-20|2026-04-30|2026-05-28
314|The Phone Company SARL - Migration Project|28|12|Prospecting|Referral|New Business|28000.00|10|2026-08-18|2026-09-21|
315|Fabrikam SARL - Enterprise License|32|1|Negotiation|Referral|New Business|57500.00|75|2026-01-31|2026-06-11|
316|Graphic Design Institute AG - Cloud Subscription|60|7|Closed Won|Website|Renewal|42500.00|100|2025-08-01|2025-08-23|2025-08-13
317|Bellows College Inc - Cloud Subscription|22|1|Qualification|Outbound|New Business|23500.00|25|2026-07-26|2026-12-11|
318|Litware AB - Reporting Add-on|52|8|Closed Won|Partner|Upsell|50500.00|100|2025-10-17|2025-12-09|2025-12-30
319|Lamna Healthcare Ltd - Migration Project|34|3|Prospecting|Partner|New Business|14500.00|10|2026-06-23|2026-09-11|
320|Winsome Apparel GmbH - Reporting Add-on|10|5|Negotiation|Partner|Upsell|43500.00|75|2026-05-12|2026-06-22|
321|Consolidated Messenger GmbH - Analytics Suite|4|5|Closed Lost|Website|New Business|18500.00|0|2025-03-29|2025-04-20|2025-04-11
322|Coho Winery Sp. z o.o. - Cloud Subscription|54|2|Closed Lost|Website|Renewal|36000.00|0|2025-12-15|2026-04-14|2026-03-29
323|Northwind Traders AB - Analytics Suite|51|8|Qualification|Referral|New Business|18000.00|25|2026-06-11|2026-08-21|
324|Humongous Insurance Ltd - Data Platform|33|3|Negotiation|Trade Show|Renewal|64000.00|75|2026-06-07|2026-08-17|
325|Margie's Travel SL - Analytics Suite|47|11|Closed Won|Referral|Renewal|11000.00|100|2025-12-16|2026-04-23|2026-03-27
326|Adventure Works SpA - Data Platform|45|6|Closed Won|Referral|New Business|32500.00|100|2025-02-03|2025-05-18|2025-04-03
327|Fourth Coffee GmbH - Analytics Suite|8|6|Closed Lost|Partner|Upsell|21500.00|0|2025-12-19|2026-02-02|2026-02-02
328|Best For You Organics Ltd - Migration Project|36|9|Prospecting|Partner|Upsell|44500.00|10|2025-03-19|2025-06-06|
329|Munson's Pickles Sp. z o.o. - Data Platform|53|12|Closed Lost|Outbound|Renewal|127000.00|0|2026-02-18|2026-04-25|2026-04-06
330|Fourth Coffee SL - Enterprise License|48|10|Proposal|Trade Show|New Business|23000.00|50|2026-06-02|2026-06-29|
331|Southridge Video BV - Migration Project|41|11|Negotiation|Referral|Upsell|38000.00|75|2026-05-25|2026-09-07|
332|Woodgrove Bank Inc - Data Platform|16|10|Closed Won|Website|Upsell|14000.00|100|2025-07-27|2025-11-23|2026-01-15
333|Tailspin Toys Inc - Enterprise License|25|11|Proposal|Partner|Renewal|88500.00|50|2026-05-03|2026-08-03|
334|Liberty Delightful Sinful Bakery Ltd - Training Package|35|3|Proposal|Website|New Business|22500.00|50|2026-08-09|2026-10-12|
335|Fourth Coffee SL - Cloud Subscription|48|11|Closed Won|Referral|New Business|19500.00|100|2026-02-17|2026-03-24|2026-04-21
336|Wide World Importers Inc - Cloud Subscription|24|8|Proposal|Outbound|Renewal|74500.00|50|2026-06-23|2026-07-30|
337|Graphic Design Institute Inc - Cloud Subscription|20|6|Negotiation|Website|Upsell|34500.00|75|2025-07-31|2025-08-26|
338|Coho Winery GmbH - Data Platform|14|7|Negotiation|Website|New Business|33500.00|75|2026-03-28|2026-07-03|
339|Woodgrove Bank Inc - Migration Project|16|8|Closed Lost|Trade Show|Upsell|122000.00|0|2025-06-24|2025-08-26|2025-08-19
340|Margie's Travel SL - Training Package|47|6|Closed Won|Partner|New Business|65000.00|100|2025-01-19|2025-06-03|2025-04-30
341|VanArsdel SARL - Support Renewal|27|6|Qualification|Trade Show|New Business|39500.00|25|2026-06-22|2026-08-09|
342|Adventure Works GmbH - Training Package|5|2|Closed Lost|Partner|New Business|46000.00|0|2026-01-24|2026-02-28|2026-04-06
343|Adventure Works GmbH - Support Renewal|5|5|Prospecting|Website|New Business|14000.00|10|2026-05-26|2026-08-21|
344|Lucerne Publishing Ltd - Training Package|38|4|Prospecting|Website|Upsell|12500.00|10|2026-05-14|2026-08-24|
345|Fourth Coffee GmbH - Support Renewal|8|4|Negotiation|Referral|New Business|21000.00|75|2026-05-08|2026-07-20|
346|Relecloud Inc - Data Platform|15|10|Closed Won|Outbound|Upsell|36000.00|100|2025-08-13|2025-09-21|2025-10-07
347|Contoso Inc - Reporting Add-on|21|5|Closed Won|Trade Show|New Business|21500.00|100|2025-12-03|2026-02-07|2026-02-27
348|Alpine Ski House SARL - Reporting Add-on|26|12|Closed Lost|Outbound|New Business|38500.00|0|2025-07-27|2025-11-09|2025-10-22
349|Coho Winery Sp. z o.o. - Analytics Suite|54|12|Closed Won|Partner|Renewal|102500.00|100|2025-05-10|2025-09-16|2025-09-13
350|Nod Publishers GmbH - Analytics Suite|3|5|Closed Won|Partner|New Business|16500.00|100|2026-03-20|2026-05-10|2026-05-31
351|Trail Frames Chalet Inc - Migration Project|18|10|Closed Won|Website|New Business|46500.00|100|2025-08-28|2025-10-17|2025-10-06
352|Woodgrove Bank Inc - Reporting Add-on|16|4|Closed Lost|Referral|New Business|21000.00|0|2025-11-16|2025-12-06|2025-12-15
353|Wingtip Toys BV - Reporting Add-on|39|6|Proposal|Website|New Business|62000.00|50|2026-08-01|2026-11-13|
354|Nod Publishers GmbH - Analytics Suite|3|12|Closed Lost|Website|New Business|6000.00|0|2025-02-10|2025-05-01|2025-04-08
355|Wide Field Robotics SARL - Enterprise License|31|5|Prospecting|Website|New Business|27500.00|10|2026-09-20|2026-10-28|
356|Fincher Architects GmbH - Enterprise License|6|4|Negotiation|Website|New Business|35000.00|75|2026-05-01|2026-08-28|
357|Winsome Apparel GmbH - Migration Project|10|5|Closed Won|Referral|Renewal|38000.00|100|2025-06-09|2025-07-31|2025-09-09
358|Bellows College Inc - Reporting Add-on|22|12|Prospecting|Outbound|New Business|32000.00|10|2026-08-21|2026-10-17|
359|City Power & Light GmbH - Enterprise License|9|6|Qualification|Trade Show|Upsell|124500.00|25|2025-10-10|2025-12-21|
360|Nod Publishers SpA - Enterprise License|43|6|Negotiation|Referral|Renewal|12000.00|75|2025-09-04|2025-12-11|
361|Nod Publishers GmbH - Training Package|3|7|Closed Won|Referral|Upsell|10000.00|100|2025-11-29|2026-01-09|2025-12-30
362|Fincher Architects SpA - Training Package|46|11|Negotiation|Referral|New Business|10500.00|75|2026-04-18|2026-05-23|
363|Bellows College Inc - Analytics Suite|22|8|Proposal|Website|New Business|42000.00|50|2025-09-17|2025-10-26|
364|Lucerne Publishing Ltd - Enterprise License|38|4|Qualification|Outbound|Renewal|30000.00|25|2025-05-17|2025-06-09|
365|Trey Research GmbH - Training Package|57|12|Closed Lost|Outbound|New Business|15500.00|0|2025-08-10|2025-11-29|2025-12-17
366|Tall Poppies Ltd - Enterprise License|37|6|Prospecting|Outbound|New Business|19500.00|10|2026-04-01|2026-07-24|
367|Adventure Works GmbH - Reporting Add-on|5|4|Negotiation|Website|New Business|22500.00|75|2025-10-22|2025-12-28|
368|Tailspin Toys Inc - Enterprise License|25|5|Closed Won|Outbound|New Business|20000.00|100|2025-05-23|2025-08-30|2025-10-08
369|Tall Poppies Ltd - Training Package|37|2|Qualification|Partner|Renewal|62500.00|25|2026-09-20|2027-02-14|
370|Southridge Video BV - Support Renewal|41|2|Closed Lost|Partner|Upsell|10500.00|0|2025-07-16|2025-09-27|2025-08-12
371|Margie's Travel SL - Training Package|47|5|Closed Lost|Outbound|New Business|11000.00|0|2025-03-14|2025-06-20|2025-06-05
372|Munson's Pickles GmbH - Analytics Suite|13|3|Closed Lost|Outbound|New Business|8000.00|0|2025-02-26|2025-03-22|2025-04-22
373|Coho Winery Sp. z o.o. - Analytics Suite|54|8|Closed Won|Website|Upsell|80500.00|100|2025-04-20|2025-08-12|2025-09-11
374|Parnell Aerospace SARL - Enterprise License|30|8|Proposal|Outbound|Renewal|81500.00|50|2025-09-11|2026-02-06|
375|Trey Research GmbH - Migration Project|57|8|Closed Won|Referral|New Business|10500.00|100|2025-12-01|2026-04-03|2026-03-08
376|Northwind Traders AB - Enterprise License|51|2|Closed Won|Partner|New Business|26000.00|100|2025-03-25|2025-04-15|2025-04-23
377|Fincher Architects GmbH - Data Platform|6|12|Negotiation|Referral|New Business|66000.00|75|2026-06-27|2026-08-03|
378|Best For You Organics Ltd - Analytics Suite|36|10|Closed Lost|Website|Renewal|95000.00|0|2026-01-07|2026-05-08|2026-04-19
379|Trail Frames Chalet Inc - Migration Project|18|7|Negotiation|Referral|Renewal|66500.00|75|2026-01-27|2026-05-16|
380|Wide World Importers Inc - Analytics Suite|24|8|Proposal|Website|New Business|12000.00|50|2026-04-29|2026-09-03|
381|Consolidated Messenger GmbH - Cloud Subscription|4|12|Proposal|Partner|Renewal|10500.00|50|2025-06-16|2025-10-19|
382|Fincher Architects GmbH - Training Package|6|2|Closed Lost|Trade Show|New Business|31500.00|0|2025-04-27|2025-06-22|2025-06-06
383|Winsome Apparel AB - Reporting Add-on|50|7|Prospecting|Website|New Business|6500.00|10|2026-01-29|2026-06-10|
384|Northwind Traders AB - Enterprise License|51|1|Proposal|Website|Renewal|22500.00|50|2025-09-19|2026-02-14|
385|Coho Winery Sp. z o.o. - Reporting Add-on|54|1|Negotiation|Trade Show|New Business|15500.00|75|2026-04-14|2026-07-23|
386|Humongous Insurance Ltd - Enterprise License|33|11|Proposal|Partner|Renewal|10500.00|50|2025-10-21|2025-11-18|
387|Graphic Design Institute Inc - Enterprise License|20|1|Prospecting|Outbound|Renewal|108500.00|10|2026-09-26|2026-10-17|
388|Tall Poppies Ltd - Migration Project|37|4|Closed Lost|Outbound|New Business|32000.00|0|2025-10-31|2026-02-06|2026-02-27
389|Tres Chic Boutique GmbH - Reporting Add-on|2|12|Negotiation|Referral|New Business|20000.00|75|2026-03-11|2026-04-21|
390|Litware AB - Analytics Suite|52|5|Negotiation|Referral|Upsell|16000.00|75|2025-09-10|2025-11-11|
391|Graphic Design Institute AG - Training Package|60|12|Qualification|Website|New Business|19500.00|25|2026-07-27|2026-12-07|
392|Margie's Travel SL - Migration Project|47|2|Qualification|Trade Show|Upsell|50500.00|25|2026-02-05|2026-06-06|
393|Woodgrove Bank Inc - Support Renewal|16|1|Closed Lost|Website|New Business|8000.00|0|2025-06-04|2025-07-23|2025-07-07
394|Litware AB - Migration Project|52|6|Negotiation|Outbound|Upsell|27500.00|75|2026-03-02|2026-04-06|
395|Litware AB - Data Platform|52|2|Closed Won|Website|Renewal|33000.00|100|2025-07-30|2025-09-07|2025-09-11
396|Margie's Travel SL - Analytics Suite|47|9|Closed Won|Referral|Upsell|5500.00|100|2025-06-28|2025-08-28|2025-09-06
397|Lamna Healthcare Ltd - Migration Project|34|3|Qualification|Referral|New Business|100000.00|25|2026-08-30|2027-01-02|
398|Fincher Architects SpA - Support Renewal|46|9|Closed Won|Outbound|New Business|14500.00|100|2026-04-30|2026-06-21|2026-06-18
399|Tall Poppies Ltd - Analytics Suite|37|10|Negotiation|Website|Renewal|23500.00|75|2026-05-29|2026-08-27|
400|Relecloud Sp. z o.o. - Support Renewal|55|9|Proposal|Outbound|Renewal|22000.00|50|2026-03-19|2026-06-27|
401|Wide Field Robotics SARL - Analytics Suite|31|6|Closed Won|Outbound|New Business|20000.00|100|2026-03-27|2026-08-18|2026-08-20
402|Tres Chic Boutique BV - Reporting Add-on|42|9|Closed Lost|Website|Upsell|7000.00|0|2025-12-24|2026-05-15|2026-04-30
403|Blue Yonder Airlines Inc - Enterprise License|23|12|Proposal|Website|New Business|26000.00|50|2026-01-01|2026-05-23|
404|Wide Field Robotics SARL - Reporting Add-on|31|10|Closed Won|Referral|New Business|26500.00|100|2026-01-16|2026-04-17|2026-04-29
405|Liberty Delightful Sinful Bakery Ltd - Reporting Add-on|35|5|Negotiation|Outbound|Renewal|45500.00|75|2025-06-20|2025-09-05|
406|Prose Ware Systems Inc - Cloud Subscription|59|5|Prospecting|Trade Show|New Business|75000.00|10|2026-08-26|2026-10-08|
407|Lucerne Publishing Ltd - Enterprise License|38|12|Closed Won|Outbound|Renewal|34000.00|100|2026-03-02|2026-04-02|2026-04-15
408|City Power & Light SL - Support Renewal|49|2|Negotiation|Referral|Renewal|18500.00|75|2025-03-23|2025-07-13|
409|Trail Frames Chalet Inc - Analytics Suite|18|11|Closed Lost|Outbound|Upsell|92500.00|0|2026-07-23|2026-11-25|2026-09-30
410|Munson's Pickles Sp. z o.o. - Data Platform|53|11|Closed Won|Website|Renewal|9000.00|100|2025-03-10|2025-05-25|2025-06-12
411|Tres Chic Boutique BV - Enterprise License|42|5|Proposal|Referral|Renewal|56000.00|50|2026-03-08|2026-04-14|
412|Fourth Coffee GmbH - Training Package|8|1|Prospecting|Referral|New Business|33000.00|10|2026-09-09|2026-10-02|
413|Munson's Pickles GmbH - Analytics Suite|13|4|Closed Won|Referral|New Business|9500.00|100|2025-06-25|2025-11-08|2025-10-28
414|VanArsdel SARL - Training Package|27|11|Closed Won|Website|Upsell|31000.00|100|2025-10-06|2025-11-13|2025-11-15
415|Fincher Architects GmbH - Cloud Subscription|6|12|Closed Lost|Partner|Renewal|48500.00|0|2026-04-19|2026-05-17|2026-05-01
416|Munson's Pickles Sp. z o.o. - Migration Project|53|5|Negotiation|Outbound|Renewal|75000.00|75|2026-02-07|2026-04-17|
417|Alpine Ski House SARL - Migration Project|26|4|Prospecting|Outbound|New Business|12000.00|10|2026-07-30|2026-11-08|
418|Woodgrove Bank GmbH - Reporting Add-on|56|6|Closed Won|Partner|New Business|40500.00|100|2025-11-19|2025-12-29|2026-01-08
419|Northwind Traders AB - Support Renewal|51|6|Closed Won|Trade Show|New Business|39000.00|100|2025-04-20|2025-07-08|2025-06-24
420|First Up Consultants SARL - Training Package|29|1|Prospecting|Outbound|New Business|38000.00|10|2026-06-02|2026-06-26|
421|Litware AB - Support Renewal|52|2|Closed Won|Outbound|Renewal|30500.00|100|2025-09-09|2025-12-04|2025-12-16
422|Proseware BV - Enterprise License|40|4|Closed Won|Trade Show|Renewal|25500.00|100|2025-10-10|2026-01-14|2026-01-25
423|Graphic Design Institute Inc - Analytics Suite|20|12|Negotiation|Partner|Renewal|21500.00|75|2025-08-01|2025-11-01|
424|Fincher Architects GmbH - Training Package|6|5|Closed Lost|Trade Show|Renewal|51000.00|0|2025-08-21|2025-09-24|2025-10-24
425|Southridge Video GmbH - Reporting Add-on|1|12|Closed Won|Referral|New Business|86500.00|100|2026-06-26|2026-09-14|2026-09-30
426|Nod Publishers SpA - Data Platform|43|1|Qualification|Partner|Renewal|48000.00|25|2026-06-05|2026-08-02|
427|Proseware BV - Support Renewal|40|1|Closed Won|Referral|New Business|19500.00|100|2025-03-24|2025-05-14|2025-06-13
